"aX,aY,aZ,gX,gY,gZ"
"0.497925,-0.789795,-0.251953,11.230468,3.234863,175.476059"
"0.516724,-0.869141,-0.068359,28.320311,-12.939452,181.152328"
"0.518677,-0.391357,0.295532,48.339840,-19.165039,197.143539"
"0.567017,-0.193115,0.236450,18.371582,18.188477,164.245590"
"0.694824,-0.214355,-0.141113,1.220703,26.550291,136.596680"
"0.745850,-0.365234,-0.159302,-6.408691,7.629394,97.778313"
"0.748901,-0.442749,-0.091431,-8.972168,-7.751464,80.383293"
"0.755249,-0.502808,-0.011108,-7.629394,-7.629394,79.162598"
"0.775146,-0.365479,-0.022095,-10.070800,-3.356933,79.589844"
"0.791870,-0.280518,-0.053223,-18.737793,-2.685547,66.711426"
"0.823364,-0.228638,-0.106323,-16.967773,-7.446289,45.349117"
"0.825684,-0.196289,-0.021606,-15.136718,-10.192870,35.522461"
"0.830811,-0.299438,0.000610,-18.371582,-7.202148,12.145995"
"0.831909,-0.385376,-0.018066,-18.920898,-3.784179,0.610352"
"0.824829,-0.419800,-0.001099,-22.399900,-5.249023,0.122070"
"0.825195,-0.407715,0.011108,-23.498533,-4.516602,-0.549316"
"0.817383,-0.283691,-0.000732,-18.432617,-3.051758,-1.464844"
"0.812134,-0.232666,-0.004272,-16.113281,-3.540039,-13.916015"
"0.811646,-0.256958,0.004517,-15.624999,-2.990722,-31.005857"
"0.809937,-0.359985,-0.022461,-13.732909,-3.173828,-37.536621"
"0.801147,-0.438232,0.016846,-15.991210,-7.080078,-44.738766"
"0.787476,-0.432983,0.067749,-20.141600,-4.943848,-46.752926"
"0.783813,-0.336426,0.065063,-17.456055,8.483887,-55.541988"
"0.794800,-0.302856,-0.095459,-13.549804,10.681151,-63.354488"
"0.750122,-0.308838,-0.063843,-2.563476,-2.319336,-81.054680"
"0.730591,-0.397095,-0.000122,5.920410,-8.300781,-100.341789"
"0.695435,-0.602051,0.076050,6.896972,-2.258301,-102.600090"
"0.681885,-0.663330,0.100464,6.774902,1.647949,-99.365227"
"0.668457,-0.561646,0.007568,2.685547,8.605957,-91.979973"
"0.661743,-0.527588,-0.064575,4.760742,7.324218,-97.534172"
"0.638184,-0.571899,-0.140503,9.216309,3.051758,-103.515617"
"0.593506,-0.731201,-0.036865,19.226074,-8.483887,-111.938469"
"0.550537,-0.781494,0.131104,22.094725,-11.413573,-107.055656"
"0.538574,-0.717041,0.144775,13.732909,1.647949,-102.966301"
"0.530518,-0.704712,0.010498,7.080078,14.892577,-107.055656"
"0.513428,-0.824463,-0.195190,0.976562,9.460449,-113.647453"
"0.478882,-0.834229,-0.051636,23.254393,-7.385253,-108.703606"
"0.443481,-0.803223,-0.034424,25.756834,-4.516602,-106.933586"
"0.376831,-0.765625,0.140259,14.160155,-0.427246,-112.670891"
"0.359497,-0.796143,0.005981,1.525879,9.521484,-117.370598"
"0.350586,-0.938232,-0.133423,-7.934570,13.183593,-126.403801"
"0.325439,-0.906372,-0.080200,-1.342773,2.807617,-122.131340"
"0.268677,-0.820679,-0.092529,2.746582,2.441406,-130.615234"
"0.197388,-0.895630,0.012573,7.934570,-2.380371,-136.108398"
"0.159912,-1.010742,0.119629,15.502929,-0.854492,-136.474609"
"0.159546,-1.029907,0.032349,7.690429,14.648437,-126.831047"
"0.117432,-0.943115,-0.075928,2.075195,13.916015,-123.596184"
"0.077759,-0.968262,-0.080566,-11.596679,7.446289,-127.685539"
"0.060181,-1.037598,-0.102173,-25.146482,4.272461,-132.202148"
"0.032593,-1.146851,-0.121948,-24.414061,-3.601074,-124.145500"
"-0.023071,-1.091919,-0.039063,-16.235352,-9.155273,-115.539543"
"-0.082031,-0.930298,0.008057,2.441406,-8.911133,-106.262199"
"-0.111938,-0.949585,-0.009888,5.798339,-2.380371,-116.577141"
"-0.125610,-1.177124,0.072754,-10.375976,2.380371,-119.750969"
"-0.088257,-1.375854,-0.133423,-13.427733,5.554199,-109.436028"
"-0.150513,-1.073730,-0.044678,9.094238,-2.868652,-76.232910"
"-0.193970,-0.919434,0.054443,23.376463,-0.915527,-75.561523"
"-0.250000,-0.824707,0.064697,22.644041,6.469726,-84.533684"
"-0.273193,-0.843750,-0.028198,3.417969,9.094238,-101.501457"
"-0.262329,-0.968506,-0.062866,-19.592285,1.037598,-111.938469"
